regione,migranti_hot_spot,migranti_centri_accoglienza,migranti_siproimi_sai,totale_accoglienza,data_riferimento,filename,formato
Sardegna,0,1280,259,1539,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Molise,0,721,870,1591,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Trentino-Alto Adige,0,1558,205,1763,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Basilicata,0,1362,734,2096,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Umbria,0,1684,436,2120,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Abruzzo,0,1902,822,2724,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Marche,0,2322,1212,3534,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Liguria,0,3911,1019,4930,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Puglia,141,1853,3014,5008,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Calabria,0,2159,2906,5065,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Veneto,0,5789,729,6518,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Campania,0,3767,3128,6895,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Toscana,0,5378,1737,7115,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Piemonte,0,7062,2260,9322,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Lazio,0,6599,2737,9336,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Friuli-Venezia Giulia,0,4211,253,4464,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Emilia-Romagna,0,7463,3040,10503,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Sicilia,1806,3538,4991,10335,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Valle D'Aosta,0,100,31,131,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Lombardia,0,9223,3056,12279,2022-12-31,cruscotto_statistico_giornaliero_31_dicembre_2022.pdf,post-2019
Lombardia,0,9364,3063,12427,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Emilia-Romagna,0,7456,3040,10496,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Piemonte,0,7296,2293,9589,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Lazio,0,6736,2762,9498,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Sicilia,145,3483,5042,8670,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Toscana,0,5700,1747,7447,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Campania,0,3919,3102,7021,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Veneto,0,5998,728,6726,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Calabria,0,1990,2976,4966,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Liguria,0,3936,1025,4961,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Friuli-Venezia Giulia,0,4225,239,4464,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Marche,0,2306,1255,3561,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Abruzzo,0,1996,841,2837,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Umbria,0,1704,434,2138,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Basilicata,0,1344,764,2108,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Sardegna,0,1105,253,1358,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Trentino-Alto Adige,0,1624,204,1828,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Molise,0,841,892,1733,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Puglia,0,1691,3157,4848,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Valle D'Aosta,0,103,31,134,2023-01-31,cruscotto_statistico_giornaliero_31-01-2023.pdf,post-2019
Basilicata,0,1379,698,2077,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Lombardia,0,9433,2966,12399,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Valle D'Aosta,0,103,35,138,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Sardegna,0,1210,257,1467,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Molise,0,821,847,1668,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Emilia-Romagna,0,7595,3005,10600,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Piemonte,0,7513,2174,9687,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Lazio,0,6872,2668,9540,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Sicilia,945,3339,5041,9325,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Toscana,0,5982,1728,7710,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Campania,0,4139,3120,7259,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Veneto,0,6192,731,6923,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Puglia,168,1993,3142,5303,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Calabria,0,2378,2917,5295,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Liguria,0,4019,1017,5036,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Friuli-Venezia Giulia,0,4021,227,4248,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Marche,0,2369,1247,3616,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Abruzzo,0,2193,794,2987,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Umbria,0,1742,425,2167,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Trentino-Alto Adige,0,1644,205,1849,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf,post-2019
Valle D'Aosta,0,107,37,144,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Sardegna,0,1400,257,1657,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Liguria,0,4158,1026,5184,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Lazio,0,7271,2695,9966,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Sicilia,860,3310,5128,9298,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Toscana,0,6172,1719,7891,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Campania,0,4168,3221,7389,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Veneto,0,6459,746,7205,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Calabria,0,2452,2988,5440,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Puglia,162,1900,3130,5192,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Piemonte,0,7814,2189,10003,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Emilia-Romagna,0,7990,3128,11118,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Friuli-Venezia Giulia,0,3911,235,4146,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Marche,0,1918,1271,3189,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Abruzzo,0,2292,848,3140,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Umbria,0,1767,420,2187,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Basilicata,0,1406,702,2108,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Trentino-Alto Adige,0,1629,207,1836,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Molise,0,810,888,1698,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Lombardia,0,10155,2982,13137,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf,post-2019
Emilia-Romagna,0,8212,3138,11350,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Valle D'Aosta,0,107,37,144,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Molise,0,767,881,1648,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Sicilia,2680,3266,5282,11228,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Piemonte,0,7957,2340,10297,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Lazio,0,7386,2698,10084,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Campania,0,4562,3545,8107,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Toscana,0,6314,1745,8059,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Veneto,0,6732,737,7469,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Puglia,184,2170,3065,5419,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Calabria,0,2300,3034,5334,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Friuli-Venezia Giulia,0,3956,243,4199,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Marche,0,2501,1321,3822,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Abruzzo,0,2442,931,3373,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Umbria,0,1772,437,2209,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Basilicata,0,1421,699,2120,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Trentino-Alto Adige,0,1588,210,1798,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Sardegna,0,1462,274,1736,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Lombardia,0,10499,3047,13546,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Liguria,0,4259,1077,5336,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf,post-2019
Liguria,0,4235,1084,5319,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Lazio,0,7631,2737,10368,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Valle D'Aosta,0,109,37,146,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Molise,0,765,899,1664,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Trentino-Alto Adige,0,1578,210,1788,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Sardegna,0,1608,278,1886,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Basilicata,0,1401,721,2122,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Umbria,0,1793,441,2234,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Abruzzo,0,2452,871,3323,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Emilia-Romagna,0,8206,3204,11410,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Marche,0,2395,1325,3720,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Calabria,0,2339,3090,5429,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Puglia,196,2274,3149,5619,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Veneto,0,6703,742,7445,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Toscana,0,6493,1778,8271,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Campania,0,4981,3514,8495,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Sicilia,594,3125,5425,8931,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Piemonte,0,7961,2359,10320,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Friuli-Venezia Giulia,0,4021,247,4268,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Lombardia,0,10964,3112,14076,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf,post-2019
Trentino-Alto Adige,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Molise,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Lombardia,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Emilia-Romagna,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Lazio,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Piemonte,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Sicilia,0,0,0,3541,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Campania,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Toscana,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Veneto,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Valle D'Aosta,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Calabria,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Liguria,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Friuli-Venezia Giulia,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Marche,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Abruzzo,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Umbria,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Basilicata,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Sardegna,0,0,0,0,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Puglia,0,0,0,178,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf,pre-2019
Marche,0,2742,1312,4054,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Abruzzo,0,2856,871,3727,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Molise,0,875,839,1714,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Basilicata,0,1613,726,2339,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Sardegna,0,1893,267,2160,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Friuli-Venezia Giulia,0,4085,247,4332,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Umbria,0,2199,423,2622,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Liguria,0,4397,1043,5440,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Campania,0,5884,3843,9727,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Puglia,223,3159,3038,6420,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Veneto,0,7383,748,8131,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Toscana,0,7281,1770,9051,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Sicilia,1049,3925,5447,10421,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Piemonte,0,8756,2333,11089,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Lazio,0,8518,2699,11217,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Emilia-Romagna,0,9333,3125,12458,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Trentino-Alto Adige,0,1499,210,1709,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Calabria,0,2974,2948,5922,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Valle D'Aosta,0,103,34,137,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Lombardia,0,13080,3152,16232,2023-07-31,cruscotto_statistico_giornaliero_31-07-2023.pdf,post-2019
Emilia-Romagna,0,9713,3185,12898,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Valle D'Aosta,0,102,27,129,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Trentino-Alto Adige,0,1481,203,1684,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Molise,0,935,868,1803,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Sardegna,0,1916,260,2176,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Basilicata,0,1835,733,2568,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Umbria,0,2277,399,2676,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Abruzzo,0,3161,864,4025,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Marche,0,2843,1315,4158,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Friuli-Venezia Giulia,0,4222,230,4452,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Liguria,0,4707,1025,5732,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Calabria,0,3587,2935,6522,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Puglia,226,3597,3159,6982,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Veneto,0,7707,750,8457,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Toscana,0,7759,1798,9557,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Campania,0,6547,3839,10386,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Piemonte,0,9720,2342,12062,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Sicilia,1796,4135,5332,11263,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Lombardia,0,14340,3090,17430,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Lazio,0,9265,2407,11672,2023-08-31,cruscotto_statistico_giornaliero_31-08-2023.pdf,post-2019
Lazio,0,9705,2412,12117,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Campania,0,7263,3855,11118,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Toscana,0,8857,1789,10646,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Sicilia,372,4293,5304,9969,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Veneto,0,8104,748,8852,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Puglia,227,4428,3130,7785,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Calabria,0,3987,2938,6925,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Lombardia,0,14586,3076,17662,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Piemonte,0,10065,2331,12396,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Marche,0,2931,1337,4268,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Abruzzo,0,3337,869,4206,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Umbria,0,2279,406,2685,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Basilicata,0,1917,721,2638,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Sardegna,0,2232,289,2521,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Molise,0,935,860,1795,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Trentino-Alto Adige,0,1474,203,1677,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Friuli-Venezia Giulia,0,4231,230,4461,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Liguria,0,4881,1025,5906,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Valle D'Aosta,0,105,27,132,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Emilia-Romagna,0,10127,3221,13348,2023-09-30,cruscotto_statistico_giornaliero_30-09-2023.pdf,post-2019
Campania,0,7233,3796,11029,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Toscana,0,8539,1771,10310,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Sicilia,627,4213,5151,9991,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Veneto,0,8705,776,9481,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Puglia,168,4137,2953,7258,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Calabria,0,3696,2923,6619,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Liguria,0,5044,1035,6079,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Lazio,0,9791,2442,12233,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Friuli-Venezia Giulia,0,4277,230,4507,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Marche,0,2845,1332,4177,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Umbria,0,2313,414,2727,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Sardegna,0,2408,283,2691,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Basilicata,0,1914,672,2586,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Molise,0,1007,848,1855,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Trentino-Alto Adige,0,1446,199,1645,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Valle D'Aosta,0,102,34,136,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Abruzzo,0,3394,881,4275,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Lombardia,0,14802,3067,17869,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Emilia-Romagna,0,9771,3230,13001,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Piemonte,0,10043,2330,12373,2023-10-31,cruscotto_statistico_giornaliero_31-10-2023.pdf,post-2019
Valle D'Aosta,0,105,37,142,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Trentino-Alto Adige,0,1423,189,1612,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Molise,0,1028,842,1870,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Basilicata,0,1885,692,2577,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Sardegna,0,2434,283,2717,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Umbria,0,2314,422,2736,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Abruzzo,0,3398,896,4294,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Marche,0,3095,1298,4393,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Emilia-Romagna,0,9736,3307,13043,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Piemonte,0,10286,2334,12620,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Calabria,0,3435,2887,6322,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Puglia,183,4164,3035,7382,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Veneto,0,8673,776,9449,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Sicilia,347,4072,5231,9650,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Toscana,0,8353,1807,10160,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Campania,0,7229,3887,11116,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Lombardia,0,15046,3023,18069,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Lazio,0,9791,2477,12268,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Liguria,0,4895,1033,5928,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Friuli-Venezia Giulia,0,4277,233,4510,2023-11-30,cruscotto_statistico_giornaliero_30-11-2023.pdf,post-2019
Lombardia,0,14979,3024,18003,2023-12-31,cruscotto_statistico_giornaliero_31-12-2023.pdf,post-2019
Valle D'Aosta,0,103,34,137,2023-12-31,cruscotto_statistico_giornaliero_31-12-2023.pdf,post-2019
Piemonte,0,10088,2329,12417,2023-12-31,cruscotto_statistico_giornaliero_31-12-2023.pdf,post-2019
Lazio,0,9745,2486,12231,2023-12-31,cruscotto_statistico_giornaliero_31-12-2023.pdf,post-2019
Campania,0,7130,3923,11053,2023-12-31,cruscotto_statistico_giornaliero_31-12-2023.pdf,post-2019
Sicilia,1119,4069,5192,10380,2023-12-31,cruscotto_statistico_giornaliero_31-12-2023.pdf,post-2019
Toscana,0,7989,1799,9788,2023-12-31,cruscotto_statistico_giornaliero_31-12-2023.pdf,post-2019
Veneto,0,6848,764,7612,2023-12-31,cruscotto_statistico_giornaliero_31-12-2023.pdf,post-2019
